;0;1;2
0;-2,8431105613708496;0,002685546875;-0,0006103515625
1;-2,8335607051849365;0,002685546875;-0,00067138671875
2;-2,8894951343536377;0,00262451171875;-0,00067138671875
3;-2,929058790206909;0,0025634765625;-0,000732421875
4;-2,935879945755005;0,00250244140625;-0,00067138671875
5;-3,0327422618865967;0,00250244140625;-0,00067138671875
6;-2,982264757156372;0,00250244140625;-0,00067138671875
7;-2,884038209915161;0,00250244140625;-0,000732421875
8;-2,884038209915161;0,00250244140625;-0,00067138671875
9;-2,884038209915161;0,00244140625;-0,000732421875
10;-2,8799455165863037;0,00244140625;-0,00067138671875
11;-2,9317872524261475;0,0023193359375;-0,00067138671875
12;-2,9317872524261475;0,0023193359375;-0,000732421875
13;-2,9672579765319824;0,0023193359375;-0,00067138671875
14;-2,9672579765319824;0,00238037109375;-0,000732421875
15;-2,8444747924804688;0,00238037109375;-0,000732421875
16;-2,8444747924804688;0,00238037109375;-0,000732421875
17;-2,8444747924804688;0,0023193359375;-0,000732421875
18;-2,97135066986084;0,0023193359375;-0,00067138671875
19;-2,9154160022735596;0,00238037109375;-0,000732421875
20;-3,0122783184051514;0,00244140625;-0,00079345703125
21;-3,1391541957855225;0,00244140625;-0,00079345703125
22;-3,0300135612487793;0,00238037109375;-0,0008544921875
23;-2,916780471801758;0,0023193359375;-0,0008544921875
24;-3,0109140872955322;0,0023193359375;-0,00079345703125
25;-3,1132333278656006;0,00238037109375;-0,00079345703125
26;-2,8976807594299316;0,00238037109375;-0,00079345703125
27;-3,0491132736206055;0,0023193359375;-0,00079345703125
28;-3,069577217102051;0,00244140625;-0,000732421875
29;-3,069577217102051;0,00250244140625;-0,00079345703125
30;-3,069577217102051;0,00250244140625;-0,00079345703125
31;-2,9427013397216797;0,00244140625;-0,00079345703125
32;-2,8949522972106934;0,00244140625;-0,00079345703125
33;-2,8949522972106934;0,00244140625;-0,000732421875
34;-3,0572988986968994;0,00244140625;-0,000732421875
35;-2,8854024410247803;0,00250244140625;-0,00079345703125
36;-3,055934429168701;0,00250244140625;-0,000732421875
37;-2,892223834991455;0,00250244140625;-0,000732421875
38;-2,980900526046753;0,00244140625;-0,00079345703125
39;-2,935879945755005;0,00244140625;-0,00079345703125
40;-2,845839023590088;0,00238037109375;-0,00079345703125
41;-2,9495224952697754;0,00238037109375;-0,0008544921875
42;-2,9863574504852295;0,00244140625;-0,0008544921875
43;-2,9863574504852295;0,00244140625;-0,0008544921875
44;-2,8171896934509277;0,0023193359375;-0,0008544921875
45;-2,8703956604003906;0,0023193359375;-0,00091552734375
46;-2,8772168159484863;0,00238037109375;-0,00091552734375
47;-2,847203254699707;0,00244140625;-0,0008544921875
48;-2,847203254699707;0,00238037109375;-0,0008544921875
49;-2,82810378074646;0,0023193359375;-0,0008544921875
50;-2,8253750801086426;0,0023193359375;-0,0008544921875
51;-2,990450143814087;0,0023193359375;-0,00091552734375
52;-2,9399726390838623;0,0023193359375;-0,00091552734375
53;-2,8417463302612305;0,00238037109375;-0,0009765625
54;-2,9140517711639404;0,00238037109375;-0,00091552734375
55;-2,9236016273498535;0,00238037109375;-0,00091552734375
56;-2,946794033050537;0,00250244140625;-0,00091552734375
57;-3,0654842853546143;0,00250244140625;-0,00091552734375
58;-3,0654842853546143;0,00244140625;-0,00091552734375
59;-3,0654842853546143;0,00238037109375;-0,00091552734375
60;-2,901773452758789;0,00238037109375;-0,00091552734375
61;-2,9031379222869873;0,00238037109375;-0,0009765625
62;-2,8799455165863037;0,002197265625;-0,00091552734375
63;-2,8444747924804688;0,00225830078125;-0,0009765625
64;-2,908594846725464;0,002197265625;-0,00115966796875
65;-3,02864933013916;0,00213623046875;-0,0010986328125
66;-3,0040926933288574;0,00213623046875;-0,00103759765625
67;-3,0040926933288574;0,0020751953125;-0,0009765625
68;-2,929058790206909;0,0020751953125;-0,00091552734375
69;-2,8976807594299316;0,0020751953125;-0,0008544921875
70;-2,8894951343536377;0,00213623046875;-0,0008544921875
71;-2,890859603881836;0,002197265625;-0,0008544921875
72;-2,890859603881836;0,002197265625;-0,00079345703125
73;-2,890859603881836;0,00225830078125;-0,0008544921875
74;-2,848567485809326;0,00225830078125;-0,0008544921875
75;-2,875852584838867;0,0023193359375;-0,00079345703125
76;-2,85675311088562;0,00225830078125;-0,0008544921875
77;-2,9154160022735596;0,00225830078125;-0,0008544921875
78;-2,9154160022735596;0,00225830078125;-0,00079345703125
79;-2,809004068374634;0,00225830078125;-0,00079345703125
80;-2,755798101425171;0,0023193359375;-0,00079345703125
81;-2,8349249362945557;0,0023193359375;-0,00079345703125
82;-2,848567485809326;0,0023193359375;-0,0008544921875
83;-2,8403820991516113;0,00225830078125;-0,0008544921875
84;-2,845839023590088;0,00225830078125;-0,00079345703125
85;-2,845839023590088;0,00225830078125;-0,00079345703125
86;-2,845839023590088;0,00225830078125;-0,00079345703125
87;-2,8608458042144775;0,00225830078125;-0,000732421875
88;-2,8321964740753174;0,00225830078125;-0,00079345703125
89;-2,884038209915161;0,00225830078125;-0,000732421875
90;-2,8308322429656982;0,00225830078125;-0,000732421875
91;-2,7175989151000977;0,00225830078125;-0,000732421875
