FX,FY,FZ,Yaw,Pitch,Roll
-1.376601,-0.117284,5.227652,1.167313,-0.081486,0.139371
-1.376601,-0.117284,5.227652,1.173781,-0.082981,0.138264
-1.376601,-0.117284,5.227652,1.186039,-0.086668,0.137619
-1.419164,-0.095347,5.284753,1.191903,-0.088887,0.138954
-1.419164,-0.095347,5.284753,1.191343,-0.088769,0.143186
-1.487743,-0.218374,5.854343,1.188185,-0.085841,0.146478
-1.487743,-0.218374,5.854343,1.185870,-0.084065,0.148100
-1.453693,-0.251758,5.860781,1.179012,-0.078122,0.150100
-1.453693,-0.251758,5.860781,1.178443,-0.073470,0.149362
-1.453693,-0.251758,5.860781,1.189412,-0.068205,0.147597
-1.229078,-0.125581,4.612624,1.199733,-0.065634,0.146701
-1.229078,-0.125581,4.612624,1.204358,-0.064551,0.146634
-1.167371,-0.128458,4.622110,1.211398,-0.062029,0.148211
-1.167371,-0.128458,4.622110,1.212968,-0.060277,0.150812
-1.167371,-0.128458,4.622110,1.211671,-0.058728,0.155146
-1.157595,-0.175733,4.719288,1.211535,-0.059727,0.158933
-1.157595,-0.175733,4.719288,1.211259,-0.060098,0.161214
-1.185104,-0.146209,4.141521,1.208314,-0.062162,0.166729
-1.185104,-0.146209,4.141521,1.207745,-0.063406,0.169895
-1.185104,-0.146209,4.141521,1.209156,-0.064083,0.173204
-1.234557,-0.203571,4.130257,1.213590,-0.063439,0.173925
-1.234557,-0.203571,4.130257,1.216063,-0.062601,0.174879
-1.241087,-0.258864,4.380658,1.218233,-0.061133,0.177328
-1.241087,-0.258864,4.380658,1.220621,-0.059766,0.178814
-1.208717,-0.307821,4.851741,1.225905,-0.062069,0.181887
-1.208717,-0.307821,4.851741,1.228265,-0.064292,0.182948
-1.208717,-0.307821,4.851741,1.229751,-0.065395,0.183422
-1.242633,-0.321966,4.876581,1.234046,-0.067482,0.184189
-1.242633,-0.321966,4.876581,1.242611,-0.070916,0.184878
-1.298247,-0.331856,4.932295,1.243653,-0.071565,0.187479
-1.298247,-0.331856,4.932295,1.238826,-0.067228,0.189523
-1.298247,-0.331856,4.932295,1.234927,-0.063772,0.191410
-1.226067,-0.390330,4.982647,1.213164,-0.050465,0.199326
-1.226067,-0.390330,4.982647,1.201584,-0.040782,0.202678
-1.122482,-0.438381,5.000377,1.201805,-0.034958,0.210472
-1.122482,-0.438381,5.000377,1.202439,-0.034585,0.216018
-0.981716,-0.171815,3.504868,1.201599,-0.033750,0.218803
-0.981716,-0.171815,3.504868,1.198869,-0.032834,0.224971
-0.981716,-0.171815,3.504868,1.197595,-0.030857,0.228964
-0.957743,-0.244207,3.103957,1.194146,-0.028433,0.232072
-0.957743,-0.244207,3.103957,1.197367,-0.028299,0.232377
-1.021790,-0.283893,3.095646,1.199228,-0.028329,0.232925
-1.021790,-0.283893,3.095646,1.204981,-0.028874,0.232474
-1.021790,-0.283893,3.095646,1.205306,-0.028554,0.233020
-1.036257,-0.429320,3.705493,1.200610,-0.026313,0.233224
-1.036257,-0.429320,3.705493,1.199539,-0.023395,0.232624
-0.999237,-0.495159,4.258502,1.199175,-0.021801,0.232955
-0.999237,-0.495159,4.258502,1.196841,-0.016441,0.232911
-0.939367,-0.495521,4.268419,1.196538,-0.013453,0.232709
-0.939367,-0.495521,4.268419,1.197997,-0.009104,0.232836
-0.939367,-0.495521,4.268419,1.200566,-0.006146,0.233290
-0.854340,-0.356219,3.657710,1.198213,-0.005287,0.234158
-0.854340,-0.356219,3.657710,1.193699,-0.001445,0.232568
-0.837881,-0.285663,3.171025,1.204772,-0.001904,0.232071
-0.837881,-0.285663,3.171025,1.215853,-0.005386,0.234565
-0.837881,-0.285663,3.171025,1.214601,-0.005540,0.237073
-0.857451,-0.247252,2.871132,1.212790,-0.006165,0.237849
-0.857451,-0.247252,2.871132,1.209766,-0.005682,0.241270
-0.857451,-0.247252,2.871132,1.210519,-0.005450,0.244217
-0.885137,-0.230907,2.690708,1.222115,-0.006737,0.246985
-0.885137,-0.230907,2.690708,1.232353,-0.006230,0.248051
-0.904062,-0.215029,2.496412,1.235903,-0.006044,0.248639
-0.904062,-0.215029,2.496412,1.239490,-0.004793,0.249250
-0.898715,-0.189560,2.372562,1.241357,-0.002106,0.246480
-0.898715,-0.189560,2.372562,1.241169,-0.004244,0.247346
-0.898715,-0.189560,2.372562,1.247786,-0.004348,0.244933
-0.827874,-0.181219,2.373483,1.254042,-0.006189,0.244579
-0.827874,-0.181219,2.373483,1.270131,-0.007989,0.242301
-0.809244,-0.377253,3.560391,1.279907,-0.008352,0.241627
-0.809244,-0.377253,3.560391,1.288314,-0.009338,0.240977
-0.809244,-0.377253,3.560391,1.293020,-0.009410,0.241324
-0.765968,-1.894671,10.166835,1.297343,-0.009027,0.240747
-0.765968,-1.894671,10.166835,1.299105,-0.006489,0.242390
-0.567837,-1.758605,10.206451,1.294615,-0.001593,0.244355
-0.567837,-1.758605,10.206451,1.303083,0.000046,0.241718
-0.284286,-2.562905,14.111685,1.305580,0.000686,0.246505
-0.284286,-2.562905,14.111685,1.292225,0.005277,0.250651
-0.284286,-2.562905,14.111685,1.270578,0.014447,0.252707
0.454906,-5.853958,26.798403,1.270227,0.018170,0.251455
0.454906,-5.853958,26.798403,1.281722,0.017901,0.255520
0.570284,-7.032180,31.193148,1.284686,0.018865,0.255010
0.570284,-7.032180,31.193148,1.289321,0.018583,0.253877
0.570284,-7.032180,31.193148,1.292291,0.019006,0.253889
0.687042,-7.894933,35.402187,1.295501,0.020411,0.251567
0.687042,-7.894933,35.402187,1.303165,0.022329,0.249955
0.957265,-9.054681,40.732597,1.304822,0.025931,0.248868
0.957265,-9.054681,40.732597,1.302856,0.029022,0.247780
1.496862,-9.237757,42.254822,1.302419,0.032912,0.244822
1.496862,-9.237757,42.254822,1.307409,0.035901,0.241287
1.496862,-9.237757,42.254822,1.315304,0.038882,0.237601
1.777359,-9.151302,42.513069,1.319210,0.040937,0.234476
1.777359,-9.151302,42.513069,1.318002,0.042834,0.233017
2.299867,-9.727393,46.167542,1.314379,0.047104,0.230021
2.299867,-9.727393,46.167542,1.321287,0.048784,0.223653
2.299867,-9.727393,46.167542,1.329214,0.048802,0.219358
2.495368,-9.937275,49.238483,1.330371,0.049927,0.214253
2.495368,-9.937275,49.238483,1.328997,0.050917,0.209399
2.764793,-9.706016,52.075680,1.328362,0.052661,0.202879
2.764793,-9.706016,52.075680,1.330169,0.052167,0.193429
2.764793,-9.706016,52.075680,1.330574,0.052914,0.183567
2.824214,-8.948129,54.919510,1.333893,0.051892,0.175250
2.824214,-8.948129,54.919510,1.331705,0.052284,0.168626
2.734920,-8.225846,55.035316,1.328232,0.052261,0.160798
2.734920,-8.225846,55.035316,1.325399,0.053178,0.150515
2.757056,-6.927346,54.204288,1.329764,0.053283,0.139582
2.757056,-6.927346,54.204288,1.329413,0.053493,0.128815
2.757056,-6.927346,54.204288,1.325740,0.054335,0.120014
2.975480,-5.795618,54.096802,1.323681,0.054885,0.107870
2.975480,-5.795618,54.096802,1.320861,0.055076,0.092789
2.894538,-4.008014,53.918316,1.323093,0.053877,0.080522
2.894538,-4.008014,53.918316,1.321194,0.053438,0.067989
2.894538,-4.008014,53.918316,1.321314,0.051979,0.058503
2.542236,-2.434238,51.902718,1.319002,0.050858,0.047009
2.542236,-2.434238,51.902718,1.317413,0.050135,0.030779
2.147363,-0.843649,47.307541,1.314018,0.049910,0.018450
2.147363,-0.843649,47.307541,1.303590,0.051748,0.005231
2.147363,-0.843649,47.307541,1.295209,0.052862,0.000329
2.081373,0.464349,43.772232,1.272661,0.055419,-0.011130
2.081373,0.464349,43.772232,1.249309,0.058337,-0.027501
2.037610,1.511307,39.645828,1.247631,0.060764,-0.040987
2.037610,1.511307,39.645828,1.258612,0.061473,-0.055414
2.037610,1.511307,39.645828,1.261155,0.063033,-0.061511
1.844798,2.585527,35.709846,1.269265,0.061496,-0.074870
1.844798,2.585527,35.709846,1.278067,0.059267,-0.091594
1.359713,3.423244,33.104542,1.283495,0.056450,-0.104421
1.359713,3.423244,33.104542,1.284036,0.053113,-0.119620
0.799403,4.077390,31.060768,1.286533,0.051501,-0.125935
0.799403,4.077390,31.060768,1.291857,0.047675,-0.139079
0.799403,4.077390,31.060768,1.297545,0.044070,-0.154011
0.359661,4.166294,27.765823,1.298784,0.042800,-0.164439
0.359661,4.166294,27.765823,1.301495,0.040841,-0.176573
0.359661,4.166294,27.765823,1.303026,0.040067,-0.180953
0.359661,4.166294,27.765823,1.302605,0.037824,-0.188698
0.359661,4.166294,27.765823,1.293630,0.033868,-0.198035
0.359661,4.166294,27.765823,1.284315,0.032024,-0.205063
0.359661,4.166294,27.765823,1.277852,0.032706,-0.212630
0.359661,4.166294,27.765823,1.275560,0.032391,-0.215795
0.359661,4.166294,27.765823,1.272473,0.032155,-0.222086
0.359661,4.166294,27.765823,1.277127,0.032319,-0.231677
0.359661,4.166294,27.765823,1.285673,0.033397,-0.238120
-0.619294,-0.244949,7.337251,1.291740,0.032335,-0.244347
-0.619294,-0.244949,7.337251,1.293196,0.031992,-0.247052
-0.742576,-0.060012,7.597438,1.300222,0.031407,-0.251484
-0.742576,-0.060012,7.597438,1.309984,0.029694,-0.254543
-0.742576,-0.060012,7.597438,1.313022,0.027368,-0.255983
-0.773251,-0.025953,7.594570,1.315172,0.023606,-0.257542
-0.773251,-0.025953,7.594570,1.315309,0.022205,-0.257711
-0.855593,-0.516358,6.503209,1.312662,0.019276,-0.258203
-0.855593,-0.516358,6.503209,1.304257,0.018445,-0.259981
-0.794380,-0.492977,6.503853,1.298729,0.019281,-0.261807
-0.794380,-0.492977,6.503853,1.298887,0.020828,-0.263599
-0.794380,-0.492977,6.503853,1.301027,0.021877,-0.263755
-0.590391,-0.367736,6.920291,1.306099,0.023722,-0.263244
-0.590391,-0.367736,6.920291,1.310520,0.025211,-0.261223
-0.569532,-0.380945,6.916060,1.317603,0.026212,-0.259487
-0.569532,-0.380945,6.916060,1.321861,0.023660,-0.253524
-0.569532,-0.380945,6.916060,1.322833,0.022224,-0.250968
-0.754691,-0.363766,6.887789,1.327114,0.020352,-0.244944
-0.754691,-0.363766,6.887789,1.331854,0.016433,-0.234754
-0.805682,-0.455038,6.859708,1.335007,0.014170,-0.226733
-0.805682,-0.455038,6.859708,1.343457,0.013836,-0.214745
-0.445463,4.007016,27.924322,1.346351,0.013227,-0.209300
-0.445463,4.007016,27.924322,1.350221,0.012081,-0.197246
-0.445463,4.007016,27.924322,1.354889,0.008583,-0.180499
-0.433272,3.717630,30.864660,1.356652,0.005766,-0.166159
-0.433272,3.717630,30.864660,1.364020,0.003451,-0.147476
-0.433272,3.717630,30.864660,1.367397,0.002320,-0.139419
-0.576283,2.990779,30.925753,1.375521,0.000388,-0.122744
-0.576283,2.990779,30.925753,1.388434,-0.003373,-0.100887
-0.806005,2.102337,34.240753,1.401638,-0.006229,-0.082918
-0.806005,2.102337,34.240753,1.412800,-0.011183,-0.059303
-0.806005,2.102337,34.240753,1.415232,-0.012985,-0.049990
-1.230429,0.843174,38.658886,1.416478,-0.018948,-0.030052
-1.230429,0.843174,38.658886,1.409415,-0.021737,-0.005343
-1.511159,-0.487063,43.084801,1.407671,-0.021841,0.012526
-1.511159,-0.487063,43.084801,1.414124,-0.020647,0.032621
-1.413854,-2.579471,45.515858,1.415167,-0.019851,0.040858
-1.413854,-2.579471,45.515858,1.413365,-0.017547,0.060962
-1.413854,-2.579471,45.515858,1.405027,-0.015611,0.078315
-1.165840,-4.366915,46.464535,1.398314,-0.012326,0.094493
-1.165840,-4.366915,46.464535,1.387698,-0.011364,0.118029
-0.875784,-7.063875,49.465874,1.379935,-0.009339,0.127471
-0.875784,-7.063875,49.465874,1.361724,-0.005398,0.150656
-0.875784,-7.063875,49.465874,1.349490,-0.003011,0.169338
-0.438580,-9.128319,49.131786,1.336233,0.000060,0.186119
-0.438580,-9.128319,49.131786,1.342730,0.002632,0.199992
-0.011795,-10.297013,49.196060,1.348494,0.002645,0.207256
-0.011795,-10.297013,49.196060,1.353226,0.006902,0.222036
0.460130,-10.755106,49.474274,1.357438,0.009703,0.232015
0.460130,-10.755106,49.474274,1.357130,0.012074,0.245053
0.460130,-10.755106,49.474274,1.350003,0.019973,0.260268
1.138784,-12.767617,52.935658,1.347689,0.020466,0.267402
1.138784,-12.767617,52.935658,1.334996,0.026395,0.282759
1.703849,-14.383270,52.508217,1.329362,0.030890,0.293593
1.703849,-14.383270,52.508217,1.325988,0.034023,0.304229
1.703849,-14.383270,52.508217,1.316024,0.036164,0.317907
1.846883,-15.688305,52.461990,1.315373,0.036161,0.321777
1.846883,-15.688305,52.461990,1.329231,0.031322,0.332262
1.264146,-18.352392,55.834919,1.337815,0.025674,0.343159
1.264146,-18.352392,55.834919,1.335975,0.024373,0.355474
1.174828,-19.122324,55.584503,1.331929,0.024771,0.367724
1.174828,-19.122324,55.584503,1.325662,0.025982,0.374977
1.174828,-19.122324,55.584503,1.304681,0.032032,0.386642
1.757899,-21.077410,56.343033,1.302958,0.033678,0.391519
1.757899,-21.077410,56.343033,1.323565,0.026799,0.396234
1.138454,-21.545326,56.208878,1.342120,0.019041,0.400676
1.138454,-21.545326,56.208878,1.347277,0.016971,0.403062
1.138454,-21.545326,56.208878,1.348653,0.014704,0.407596
0.630030,-22.812986,57.853935,1.342635,0.015790,0.412878
0.630030,-22.812986,57.853935,1.322473,0.022073,0.421157
1.456946,-23.668589,57.499447,1.301376,0.030417,0.426726
1.456946,-23.668589,57.499447,1.291467,0.035199,0.428030
1.870492,-21.897448,53.505634,1.284010,0.040406,0.427328
1.870492,-21.897448,53.505634,1.304965,0.034520,0.425314
1.870492,-21.897448,53.505634,1.329761,0.022994,0.427701
0.951075,-21.965887,53.501827,1.317859,0.026469,0.428969
0.951075,-21.965887,53.501827,1.304503,0.031641,0.428408
0.951075,-21.965887,53.501827,1.278801,0.044347,0.423120
2.088420,-21.935024,54.837940,1.287490,0.042521,0.418059
2.088420,-21.935024,54.837940,1.301608,0.037106,0.418266
1.623000,-21.644306,54.969952,1.293383,0.040819,0.417082
1.623000,-21.644306,54.969952,1.282645,0.044330,0.416892
1.623000,-21.644306,54.969952,1.251522,0.056125,0.411478
2.424960,-20.228319,52.144539,1.240964,0.059508,0.403256
2.424960,-20.228319,52.144539,1.236125,0.059292,0.389552
2.315867,-18.525921,50.830109,1.245931,0.055368,0.373747
2.315867,-18.525921,50.830109,1.252094,0.053134,0.365813
1.336053,-14.941293,48.366886,1.284433,0.043163,0.340723
1.336053,-14.941293,48.366886,1.314083,0.037604,0.319574
1.336053,-14.941293,48.366886,1.352394,0.029955,0.294376
0.443739,-10.134025,39.923752,1.370214,0.023923,0.281090
0.443739,-10.134025,39.923752,1.374141,0.019665,0.273687
-0.483695,-4.765003,22.890265,1.364912,0.011732,0.260601
-0.483695,-4.765003,22.890265,1.355929,0.007575,0.248575
-0.483695,-4.765003,22.890265,1.341937,0.001925,0.240868
-0.765623,-1.204050,7.707069,1.309699,0.002339,0.232393
-0.765623,-1.204050,7.707069,1.298135,0.005069,0.224916
-0.883533,-0.089291,2.246270,1.306773,-0.005264,0.209878
-0.883533,-0.089291,2.246270,1.328879,-0.018243,0.202447
-0.931132,-0.066004,2.227773,1.328960,-0.032477,0.193099
-0.931132,-0.066004,2.227773,1.325643,-0.042275,0.181915
-0.931132,-0.066004,2.227773,1.324982,-0.049021,0.177373
-1.025728,0.059039,2.776341,1.328557,-0.060522,0.164115
-1.025728,0.059039,2.776341,1.336713,-0.070167,0.153625
-1.284185,-0.063366,4.619439,1.348520,-0.078643,0.140862
-1.284185,-0.063366,4.619439,1.356042,-0.084463,0.133936
-1.284185,-0.063366,4.619439,1.358354,-0.085812,0.130662
-1.394771,-0.037433,5.161790,1.362647,-0.090392,0.127467
-1.394771,-0.037433,5.161790,1.355056,-0.091199,0.129615
-1.371372,-0.063525,5.160288,1.342269,-0.092764,0.134558
-1.371372,-0.063525,5.160288,1.336871,-0.095067,0.139757
-1.371372,-0.063525,5.160288,1.334439,-0.095467,0.142541
-1.186416,0.072834,3.053452,1.328681,-0.094832,0.150025
-1.186416,0.072834,3.053452,1.322795,-0.093339,0.156264
-1.184436,0.026362,3.057757,1.311459,-0.089531,0.164935
-1.184436,0.026362,3.057757,1.301125,-0.087181,0.173034
-1.165298,-0.022126,3.065135,1.295682,-0.085536,0.176941
-1.165298,-0.022126,3.065135,1.288462,-0.081219,0.185872
-1.165298,-0.022126,3.065135,1.287724,-0.077073,0.191595
-1.251451,-0.400663,4.739576,1.291095,-0.070316,0.197445
-1.251451,-0.400663,4.739576,1.294863,-0.064097,0.200310
-1.200222,-0.391873,4.882792,1.295284,-0.059602,0.201585
-1.200222,-0.391873,4.882792,1.290384,-0.046344,0.204453
-1.200222,-0.391873,4.882792,1.279321,-0.032217,0.207079
-1.022049,-0.483535,5.203253,1.261967,-0.014700,0.211474
-1.022049,-0.483535,5.203253,1.244885,-0.003242,0.215744
-0.829588,-0.489307,5.224693,1.232858,0.002051,0.218953
-0.829588,-0.489307,5.224693,1.222803,0.006055,0.222838
-0.794709,-0.285563,4.092532,1.220658,0.004384,0.226768
-0.794709,-0.285563,4.092532,1.225268,-0.002947,0.231900
-0.794709,-0.285563,4.092532,1.229446,-0.009841,0.236847
-1.031469,-0.357781,3.728045,1.231317,-0.012407,0.240317
-1.031469,-0.357781,3.728045,1.234640,-0.016550,0.246721
-1.031469,-0.357781,3.728045,1.235458,-0.014283,0.251786
-1.090969,-0.367673,3.403305,1.241916,-0.014002,0.258338
-1.090969,-0.367673,3.403305,1.241943,-0.013732,0.263127
-1.087285,-0.426376,3.396383,1.236531,-0.013232,0.266535
-1.087285,-0.426376,3.396383,1.226987,-0.011945,0.268607
-0.885337,-0.305181,2.749763,1.224483,-0.011924,0.268862
-0.885337,-0.305181,2.749763,1.226036,-0.012319,0.267040
-0.885337,-0.305181,2.749763,1.231939,-0.013356,0.263598
-0.890426,-0.290919,2.749666,1.237482,-0.014257,0.261134
-0.890426,-0.290919,2.749666,1.242763,-0.015125,0.258045
-0.915948,-0.467999,3.736975,1.241190,-0.014727,0.255294
-0.915948,-0.467999,3.736975,1.234013,-0.013481,0.253615
-0.915948,-0.467999,3.736975,1.228413,-0.011990,0.250876
-0.913236,-0.416103,3.819818,1.230307,-0.011391,0.248876
-0.913236,-0.416103,3.819818,1.233961,-0.010387,0.246857
-0.903552,-0.395065,3.824353,1.242155,-0.008237,0.244366
-0.903552,-0.395065,3.824353,1.245660,-0.005509,0.244211
-0.903552,-0.395065,3.824353,1.242190,-0.002914,0.250545
-0.875955,-0.264573,2.944297,1.236504,-0.001665,0.251261
-0.875955,-0.264573,2.944297,1.228982,0.000823,0.252849
-0.835883,-0.221552,2.596359,1.226778,0.002255,0.255203
-0.835883,-0.221552,2.596359,1.229104,0.003003,0.257326
-0.822341,-0.178319,2.294141,1.227378,0.005827,0.261639
-0.822341,-0.178319,2.294141,1.221648,0.008477,0.264219
-0.822341,-0.178319,2.294141,1.206475,0.015122,0.266410
-0.801471,-0.234663,2.293300,1.196071,0.021555,0.267777
-0.801471,-0.234663,2.293300,1.194422,0.024909,0.269054
-0.794803,-0.333482,2.632478,1.198075,0.028754,0.270170
-0.794803,-0.333482,2.632478,1.201222,0.028885,0.270751
-0.794803,-0.333482,2.632478,1.209569,0.029980,0.272423
-0.821105,-0.497043,3.562721,1.232769,0.030067,0.273199
-0.821105,-0.497043,3.562721,1.257715,0.028077,0.276061
-0.830662,-0.645394,4.170039,1.255310,0.031043,0.285406
-0.830662,-0.645394,4.170039,1.247228,0.034144,0.287374
-0.830662,-0.645394,4.170039,1.255292,0.035537,0.284744
-0.830662,-0.645394,4.170039,1.337132,0.013747,0.285218
-0.830662,-0.645394,4.170039,1.433422,-0.017574,0.287951
-0.830662,-0.645394,4.170039,1.460922,-0.035577,0.302109
-0.830662,-0.645394,4.170039,1.439742,-0.032026,0.306012
-0.830662,-0.645394,4.170039,1.389197,-0.019915,0.310290
-0.830662,-0.645394,4.170039,1.354498,-0.012762,0.314912
-0.830662,-0.645394,4.170039,1.349257,-0.009250,0.315723
-0.830662,-0.645394,4.170039,1.358822,-0.004849,0.315513
-1.211636,-16.243704,54.485901,1.363434,-0.003327,0.312988
-1.211636,-16.243704,54.485901,1.375522,0.000582,0.307083
0.937530,-17.416037,60.989964,1.383698,0.005011,0.301950
