FX,FY,FZ,Yaw,Pitch,Roll
0.058526,-0.017972,1.204764,-0.012564,0.076329,0.024270
0.061862,-0.012527,1.204561,-0.014131,0.076710,0.023473
0.061862,-0.012527,1.204561,-0.013493,0.077186,0.022638
0.064982,-0.010659,1.204365,-0.013980,0.075852,0.022994
0.064982,-0.010659,1.204365,-0.013120,0.076329,0.022779
0.083934,-0.012559,1.202855,-0.012143,0.076440,0.022816
0.083934,-0.012559,1.202855,-0.011059,0.077039,0.023100
0.083934,-0.012559,1.202855,-0.010472,0.077521,0.023611
0.083972,-0.014599,1.186525,-0.010362,0.077765,0.023860
0.083972,-0.014599,1.186525,-0.011126,0.078512,0.024319
0.101406,-0.024833,1.554390,-0.011137,0.079001,0.024439
0.101406,-0.024833,1.554390,-0.010533,0.079238,0.024585
0.101406,-0.024833,1.554390,-0.010639,0.078750,0.024337
0.106234,-0.029245,1.792958,-0.010754,0.078507,0.024211
0.106234,-0.029245,1.792958,-0.010967,0.078015,0.023590
0.102410,-0.021784,1.802419,-0.010450,0.077276,0.023123
0.102410,-0.021784,1.802419,-0.009695,0.075677,0.023155
0.104483,-0.024809,1.925258,-0.007200,0.074921,0.025456
0.104483,-0.024809,1.925258,-0.006972,0.074431,0.026078
0.104483,-0.024809,1.925258,-0.007339,0.073095,0.026556
0.104483,-0.024809,1.925258,-0.008466,0.073720,0.027004
0.104483,-0.024809,1.925258,-0.009420,0.072269,0.026850
0.104483,-0.024809,1.925258,-0.008971,0.073241,0.027598
0.104483,-0.024809,1.925258,-0.008727,0.072994,0.027730
0.104483,-0.024809,1.925258,-0.006420,0.075405,0.027324
0.104483,-0.024809,1.925258,-0.007520,0.075664,0.027159
0.104483,-0.024809,1.925258,-0.007541,0.074568,0.028140
0.104483,-0.024809,1.925258,-0.009160,0.076298,0.028198
0.062967,-0.031630,1.394083,-0.009737,0.074842,0.027813
0.062967,-0.031630,1.394083,-0.008213,0.074448,0.026521
0.062967,-0.031630,1.394083,-0.005412,0.074289,0.026993
0.096278,-0.032328,1.672224,-0.006264,0.074666,0.026716
0.096278,-0.032328,1.672224,-0.005847,0.076496,0.027957
0.101249,-0.035452,1.686333,-0.006365,0.077235,0.028426
0.101249,-0.035452,1.686333,-0.006611,0.076629,0.028663
0.101249,-0.035452,1.686333,-0.007340,0.074445,0.029373
0.112637,-0.045646,1.992963,-0.007007,0.075173,0.029997
0.112637,-0.045646,1.992963,-0.005641,0.073811,0.030049
0.111467,-0.046253,1.993015,-0.004419,0.074159,0.029972
0.111467,-0.046253,1.993015,-0.004055,0.073787,0.030230
0.111467,-0.046253,1.993015,-0.004905,0.073678,0.030076
0.109343,-0.046505,1.993148,-0.004649,0.073548,0.029839
0.109343,-0.046505,1.993148,-0.003016,0.071817,0.029408
0.131264,-0.053085,2.402207,-0.001390,0.070570,0.028973
0.131264,-0.053085,2.402207,-0.001634,0.066912,0.026877
0.131264,-0.053085,2.402207,-0.002085,0.066797,0.025761
0.117549,-0.039141,2.403316,-0.001545,0.066303,0.024432
0.117549,-0.039141,2.403316,-0.001147,0.065075,0.023953
0.109092,-0.026545,2.319037,-0.000533,0.065556,0.023729
0.109092,-0.026545,2.319037,-0.000417,0.066413,0.023613
0.122411,-0.026261,2.318221,0.000164,0.067869,0.024002
0.122411,-0.026261,2.318221,0.000355,0.070187,0.024748
0.122411,-0.026261,2.318221,0.000430,0.072258,0.025367
0.122411,-0.026261,2.318221,0.000541,0.071768,0.025860
0.135970,-0.036146,2.360680,0.001995,0.072485,0.026039
0.135970,-0.036146,2.360680,0.001544,0.069193,0.026134
0.134630,-0.056041,2.492321,0.000892,0.069687,0.027092
0.134630,-0.056041,2.492321,0.000870,0.070052,0.027582
0.134630,-0.056041,2.492321,0.001261,0.066748,0.028198
0.123455,-0.060317,2.492868,0.002366,0.065878,0.028477
0.123455,-0.060317,2.492868,0.002223,0.065878,0.029084
0.122254,-0.057435,2.493019,0.002837,0.065992,0.028983
0.122254,-0.057435,2.493019,0.004169,0.066826,0.029030
0.122254,-0.057435,2.493019,0.003436,0.068307,0.028400
0.132147,-0.055443,2.561261,0.003326,0.068676,0.027908
0.132147,-0.055443,2.561261,0.002873,0.069419,0.026548
0.163087,-0.053606,2.993567,0.002899,0.070031,0.025572
0.163087,-0.053606,2.993567,0.002682,0.069914,0.024829
0.172382,-0.053297,3.128664,0.002067,0.070532,0.024687
0.172382,-0.053297,3.128664,0.001343,0.069443,0.024781
0.172382,-0.053297,3.128664,0.000732,0.068714,0.025002
0.163360,-0.061937,3.129011,0.000242,0.068110,0.025229
0.163360,-0.061937,3.129011,0.000242,0.068110,0.025229
0.163360,-0.061937,3.129011,0.001268,0.068340,0.027347
0.157101,-0.080288,3.087299,0.000795,0.066878,0.027448
0.157101,-0.080288,3.087299,0.000928,0.066389,0.027329
0.157101,-0.080288,3.087299,0.000452,0.066030,0.027068
0.139740,-0.072891,2.837030,0.001077,0.065901,0.026721
0.139740,-0.072891,2.837030,0.001587,0.065529,0.026247
0.123438,-0.060041,2.438523,0.002450,0.065640,0.026031
0.123438,-0.060041,2.438523,0.002445,0.066006,0.026032
0.134758,-0.060942,2.437838,0.001915,0.068208,0.026388
0.134758,-0.060942,2.437838,0.001005,0.070662,0.026976
0.134758,-0.060942,2.437838,0.000327,0.072991,0.027939
0.165425,-0.072383,2.667232,0.000703,0.073962,0.027342
0.165425,-0.072383,2.667232,0.001339,0.072124,0.027361
0.170107,-0.083625,2.970650,0.001416,0.071631,0.028832
0.170107,-0.083625,2.970650,0.001781,0.070523,0.029330
0.170107,-0.083625,2.970650,0.002281,0.070028,0.029223
0.158639,-0.093287,2.971050,0.003488,0.069398,0.029998
0.158639,-0.093287,2.971050,0.004228,0.068654,0.030143
0.160139,-0.096135,2.970879,0.003595,0.069272,0.030491
0.160139,-0.096135,2.970879,0.003688,0.070616,0.030746
0.164674,-0.097666,2.970488,0.003945,0.068654,0.031235
0.164674,-0.097666,2.970488,0.004063,0.068652,0.031361
0.164674,-0.097666,2.970488,0.003813,0.069022,0.031354
0.166476,-0.098404,2.970363,0.003959,0.068045,0.031110
0.166476,-0.098404,2.970363,0.005309,0.068513,0.030791
0.166476,-0.098404,2.970363,0.005928,0.069116,0.030326
0.166476,-0.098404,2.970363,0.005934,0.069850,0.029840
0.166476,-0.098404,2.970363,0.005807,0.070588,0.029719
0.166476,-0.098404,2.970363,0.004697,0.072437,0.029198
0.166476,-0.098404,2.970363,0.004200,0.073909,0.028819
0.166476,-0.098404,2.970363,0.004933,0.070855,0.026626
0.166476,-0.098404,2.970363,0.006589,0.067294,0.026053
0.166476,-0.098404,2.970363,0.006611,0.066197,0.025803
0.166476,-0.098404,2.970363,0.007866,0.065942,0.024987
0.174347,-0.098973,3.525323,0.008372,0.064838,0.024875
0.174347,-0.098973,3.525323,0.008734,0.063851,0.025369
0.174347,-0.098973,3.525323,0.008972,0.064336,0.025379
0.160292,-0.099930,3.394035,0.008456,0.065320,0.025859
0.160292,-0.099930,3.394035,0.008313,0.066296,0.026105
0.182404,-0.105309,3.392556,0.007538,0.068014,0.026703
0.182404,-0.105309,3.392556,0.007489,0.070085,0.027325
0.182404,-0.105309,3.392556,0.008066,0.070683,0.028083
0.198584,-0.112159,3.438457,0.007188,0.070818,0.028667
0.198584,-0.112159,3.438457,0.007544,0.070933,0.028925
0.205487,-0.124664,3.721755,0.006823,0.069108,0.029255
0.205487,-0.124664,3.721755,0.005868,0.066926,0.029456
0.192609,-0.131640,3.859745,0.004429,0.065480,0.029155
0.192609,-0.131640,3.859745,0.004339,0.064386,0.028658
0.192609,-0.131640,3.859745,0.004354,0.063899,0.028412
0.183615,-0.128204,3.860302,0.003753,0.063905,0.028024
0.183615,-0.128204,3.860302,0.003763,0.065253,0.027174
0.193052,-0.116923,3.650246,0.004009,0.066350,0.026697
0.193052,-0.116923,3.650246,0.003639,0.067576,0.026322
0.193052,-0.116923,3.650246,0.003519,0.067700,0.026196
0.201463,-0.106379,3.346034,0.002780,0.068441,0.026051
0.201463,-0.106379,3.346034,0.002422,0.068817,0.025674
0.186366,-0.099171,3.092100,0.003521,0.068925,0.025712
0.186366,-0.099171,3.092100,0.003406,0.069660,0.025221
0.187243,-0.100878,3.092040,0.003809,0.069170,0.024376
0.187243,-0.100878,3.092040,0.003809,0.069170,0.024376
0.187243,-0.100878,3.092040,0.003762,0.067342,0.022775
0.187243,-0.100878,3.092040,0.000573,0.063231,0.020579
0.171708,-0.105537,3.286491,-0.002826,0.063140,0.019736
0.171708,-0.105537,3.286491,-0.003550,0.063025,0.019468
0.182375,-0.103302,3.285988,-0.001760,0.066549,0.019772
0.182375,-0.103302,3.285988,0.002789,0.070777,0.021530
0.182375,-0.103302,3.285988,0.000947,0.071765,0.024773
0.224716,-0.132562,3.256970,0.000535,0.073969,0.025254
0.224716,-0.132562,3.256970,0.000647,0.075188,0.025138
0.167279,-0.119210,2.311095,0.001739,0.076277,0.025061
0.167279,-0.119210,2.311095,0.003675,0.077593,0.025263
0.172448,-0.119475,2.310705,0.005615,0.078670,0.025467
0.172448,-0.119475,2.310705,0.005861,0.078912,0.025356
0.172448,-0.119475,2.310705,0.005869,0.078668,0.025232
0.215709,-0.144145,3.319091,0.005507,0.077814,0.025335
0.215709,-0.144145,3.319091,0.005768,0.076103,0.025459
0.231948,-0.151614,4.090530,0.009807,0.073235,0.026449
0.231948,-0.151614,4.090530,0.011383,0.071254,0.027594
0.231948,-0.151614,4.090530,0.011873,0.069776,0.028088
0.220231,-0.161936,4.177643,0.012105,0.068791,0.028823
0.220231,-0.161936,4.177643,0.015546,0.066663,0.029288
0.211580,-0.172143,4.268130,0.017865,0.065770,0.029845
0.211580,-0.172143,4.268130,0.018603,0.066005,0.029627
0.235848,-0.172439,4.348043,0.019691,0.067088,0.029554
0.235848,-0.172439,4.348043,0.019766,0.069402,0.030075
0.235848,-0.172439,4.348043,0.018607,0.072713,0.030442
0.280683,-0.169397,4.347048,0.022827,0.075325,0.031246
0.280683,-0.169397,4.347048,0.025939,0.078076,0.032267
0.280683,-0.169397,4.347048,0.027815,0.080591,0.033486
0.329347,-0.183571,4.350216,0.026321,0.083877,0.035810
0.329347,-0.183571,4.350216,0.022936,0.089642,0.038209
0.372083,-0.222056,4.345168,0.020048,0.094553,0.040483
0.372083,-0.222056,4.345168,0.017925,0.099097,0.042042
0.372083,-0.222056,4.345168,0.019544,0.101736,0.043022
0.416165,-0.250282,4.377918,0.023812,0.103202,0.045480
0.416165,-0.250282,4.377918,0.023306,0.102680,0.048271
0.416870,-0.274819,4.479993,0.019766,0.101539,0.048315
0.416870,-0.274819,4.479993,0.020874,0.097252,0.047690
0.371962,-0.268993,4.484305,0.019651,0.092893,0.046948
0.371962,-0.268993,4.484305,0.010088,0.088254,0.043631
0.371962,-0.268993,4.484305,0.005889,0.080325,0.036398
0.308024,-0.226124,4.496982,0.013212,0.072054,0.030850
0.308024,-0.226124,4.496982,0.012429,0.063443,0.024749
0.308024,-0.226124,4.496982,0.011829,0.060299,0.021524
0.308024,-0.226124,4.496982,0.016060,0.052846,0.016934
0.308024,-0.226124,4.496982,0.020463,0.044660,0.014147
0.308024,-0.226124,4.496982,0.023075,0.039032,0.013526
0.308024,-0.226124,4.496982,0.017357,0.036633,0.012903
0.308024,-0.226124,4.496982,0.017614,0.036760,0.012175
0.308024,-0.226124,4.496982,0.020286,0.038940,0.012493
0.308024,-0.226124,4.496982,0.010928,0.044969,0.014058
0.308024,-0.226124,4.496982,0.002552,0.051497,0.014861
0.188671,-0.107180,4.726290,-0.008196,0.059275,0.016518
0.188671,-0.107180,4.726290,-0.010556,0.062228,0.016803
0.234871,-0.101932,4.530927,-0.011934,0.065781,0.016744
0.234871,-0.101932,4.530927,-0.014700,0.066038,0.015183
0.234871,-0.101932,4.530927,-0.023039,0.064972,0.012226
0.230634,-0.080779,4.531556,-0.028589,0.061510,0.006463
0.230634,-0.080779,4.531556,-0.029498,0.059409,0.004385
0.167848,-0.014421,5.135225,-0.031315,0.053118,0.000269
0.167848,-0.014421,5.135225,-0.024845,0.040604,-0.004171
0.003886,0.062202,5.138484,-0.013100,0.027546,-0.006531
0.003886,0.062202,5.138484,-0.004968,0.011581,-0.006499
0.003886,0.062202,5.138484,-0.003400,0.005482,-0.006602
-0.141783,0.076440,5.470358,0.003400,-0.005849,-0.006480
-0.141783,0.076440,5.470358,0.002047,-0.015133,-0.003800
-0.238481,0.053855,5.374979,-0.002101,-0.019901,-0.002543
-0.238481,0.053855,5.374979,0.005952,-0.021355,-0.002994
-0.238481,0.053855,5.374979,0.012753,-0.021322,-0.006486
-0.263139,0.086535,5.270413,0.012181,-0.022378,-0.013569
-0.263139,0.086535,5.270413,0.005282,-0.018981,-0.022273
-0.221530,0.200134,5.269294,0.009519,-0.016701,-0.029506
-0.221530,0.200134,5.269294,0.011650,-0.010780,-0.034614
-0.176748,0.301484,5.959077,0.006985,-0.005121,-0.035910
-0.176748,0.301484,5.959077,0.007794,-0.000838,-0.035406
-0.176748,0.301484,5.959077,0.005987,0.009357,-0.027563
-0.049546,0.227644,5.964767,-0.001424,0.019274,-0.016986
-0.049546,0.227644,5.964767,-0.012672,0.010691,-0.027050
-0.095983,0.157835,4.536856,0.006707,0.014994,-0.031817
-0.095983,0.157835,4.536856,0.029204,0.002396,-0.030366
-0.095983,0.157835,4.536856,-0.014836,-0.005905,-0.022663
-0.214412,0.113458,4.535410,-0.038507,-0.006196,-0.017463
-0.214412,0.113458,4.535410,-0.023089,-0.002700,-0.011811
-0.250590,0.197431,5.621760,-0.016914,-0.009397,-0.014083
-0.250590,0.197431,5.621760,-0.000672,-0.020146,-0.018187
-0.250590,0.197431,5.621760,0.012534,-0.027145,-0.012384
-0.384433,0.137430,5.615984,-0.001663,-0.040286,0.002355
-0.384433,0.137430,5.615984,-0.019158,-0.054918,0.014959
-0.522601,0.006942,5.606033,-0.016910,-0.057243,0.016020
-0.522601,0.006942,5.606033,0.003892,-0.064373,0.018234
-0.522601,0.006942,5.606033,0.016090,-0.071960,0.021712
-0.580413,-0.090708,4.700483,0.006253,-0.077962,0.025244
-0.580413,-0.090708,4.700483,-0.003169,-0.084530,0.035206
-0.777495,-0.142572,5.960252,-0.011341,-0.089110,0.039890
-0.777495,-0.142572,5.960252,-0.024522,-0.092890,0.047666
-0.777495,-0.142572,5.960252,-0.042174,-0.098706,0.057869
-0.831097,-0.300850,5.473522,-0.043997,-0.102417,0.059055
-0.831097,-0.300850,5.473522,-0.021142,-0.109002,0.053927
-0.934530,-0.299195,5.459352,-0.012774,-0.111331,0.050916
-0.934530,-0.299195,5.459352,0.001674,-0.114519,0.044216
-0.936204,-0.250973,5.247252,0.004128,-0.118249,0.038549
-0.936204,-0.250973,5.247252,0.002688,-0.122262,0.033846
-0.936204,-0.250973,5.247252,0.014996,-0.128673,0.026048
-0.987548,-0.182862,5.240129,0.024321,-0.131458,0.022711
-0.987548,-0.182862,5.240129,0.040741,-0.133752,0.016656
-1.080749,-0.037503,5.695607,0.045510,-0.134194,0.012131
-1.080749,-0.037503,5.695607,0.037789,-0.134852,0.011032
-1.080749,-0.037503,5.695607,0.031903,-0.142485,0.008728
-1.128537,-0.002368,5.686460,0.033738,-0.150820,0.008968
-1.128537,-0.002368,5.686460,0.045352,-0.164770,0.010910
-1.262473,-0.035947,5.381479,0.044528,-0.172494,0.011575
-1.262473,-0.035947,5.381479,0.048817,-0.181178,0.009275
-1.262473,-0.035947,5.381479,0.048568,-0.194344,0.010895
-1.503171,-0.056295,5.320735,0.046472,-0.199729,0.011618
-1.503171,-0.056295,5.320735,0.051418,-0.215169,0.014182
-1.646083,-0.106553,5.277548,0.043124,-0.230501,0.023666
-1.646083,-0.106553,5.277548,0.029263,-0.239235,0.031921
-1.794226,-0.145630,5.243766,0.026489,-0.240555,0.034909
-1.794226,-0.145630,5.243766,0.031578,-0.239793,0.035310
-1.794226,-0.145630,5.243766,0.038995,-0.240863,0.040995
-1.794226,-0.145630,5.243766,0.039249,-0.250370,0.044721
-1.794226,-0.145630,5.243766,0.047680,-0.260889,0.044213
-1.794226,-0.145630,5.243766,0.050999,-0.270770,0.050083
-1.794226,-0.145630,5.243766,0.043476,-0.276130,0.052375
-1.794226,-0.145630,5.243766,0.040624,-0.283051,0.050203
-1.794226,-0.145630,5.243766,0.065700,-0.290799,0.041124
-1.794226,-0.145630,5.243766,0.093947,-0.299962,0.029625
-1.794226,-0.145630,5.243766,0.111299,-0.311117,0.022410
-2.631188,-0.260824,6.049529,0.109819,-0.314152,0.021868
-2.631188,-0.260824,6.049529,0.108459,-0.316720,0.018859
-2.631188,-0.260824,6.049529,0.111868,-0.319584,0.018063
-2.676277,-0.247162,6.030293,0.114314,-0.322855,0.018439
-2.676277,-0.247162,6.030293,0.112370,-0.322322,0.021253
-2.590416,-0.316107,5.840959,0.103921,-0.315827,0.025990
-2.590416,-0.316107,5.840959,0.096926,-0.308463,0.027730
-2.590416,-0.316107,5.840959,0.095900,-0.299036,0.030009
-2.188951,-0.349827,5.081659,0.098390,-0.296573,0.032040
-2.188951,-0.349827,5.081659,0.104718,-0.298153,0.034268
-2.032160,-0.368044,4.685323,0.105017,-0.299134,0.036776
-2.032160,-0.368044,4.685323,0.096456,-0.300863,0.042921
-2.032160,-0.368044,4.685323,0.093964,-0.300816,0.043557
-2.040371,-0.380585,4.680749,0.101332,-0.299880,0.039628
-2.040371,-0.380585,4.680749,0.109657,-0.299318,0.035939
-2.119713,-0.359600,4.659367,0.111147,-0.299461,0.035452
-2.119713,-0.359600,4.659367,0.105587,-0.298428,0.037488
