;region A;;
t;x;y;
0.000000E0;-6.409765E-1;-7.606741E-3
3.332503E-2;-6.450562E-1;-7.268482E-3
6.665005E-2;-6.425882E-1;-1.850253E-3
9.997508E-2;-6.409200E-1;1.246776E-3
1.333001E-1;-6.406757E-1;5.546021E-3
1.666251E-1;-6.429340E-1;1.016051E-2
1.999502E-1;-6.402096E-1;1.571994E-2
2.332752E-1;-6.426406E-1;2.188998E-2
2.666002E-1;-6.427907E-1;2.907832E-2
2.999252E-1;-6.427912E-1;3.655240E-2
3.332503E-1;-6.428965E-1;4.528861E-2
3.665753E-1;-6.418886E-1;5.497571E-2
3.999003E-1;-6.406952E-1;6.441664E-2
4.332253E-1;-6.411386E-1;7.581250E-2
4.665504E-1;-6.384009E-1;8.591278E-2
4.998754E-1;-6.372639E-1;9.627932E-2
5.332004E-1;-6.353723E-1;1.064492E-1
5.665254E-1;-6.343948E-1;1.156148E-1
5.998505E-1;-6.327194E-1;1.257913E-1
6.331755E-1;-6.319772E-1;1.375889E-1
6.665005E-1;-6.300472E-1;1.476840E-1
6.998255E-1;-6.284037E-1;1.566773E-1
7.331506E-1;-6.255266E-1;1.652050E-1
7.664756E-1;-6.237216E-1;1.752832E-1
7.998006E-1;-6.221553E-1;1.816110E-1
8.331256E-1;-6.194332E-1;1.884794E-1
8.664507E-1;-6.185321E-1;1.960835E-1
8.997757E-1;-6.172857E-1;2.020843E-1
9.331007E-1;-6.155298E-1;2.049606E-1
9.664258E-1;-6.148114E-1;2.096482E-1
9.997508E-1;-6.136438E-1;2.139369E-1
1.033076E0;-6.124353E-1;2.179819E-1
1.066401E0;-6.113808E-1;2.197620E-1
1.099726E0;-6.101019E-1;2.236159E-1
1.133051E0;-6.098195E-1;2.242351E-1
1.166376E0;-6.085119E-1;2.278098E-1
1.199701E0;-6.082932E-1;2.280598E-1
1.233026E0;-6.078482E-1;2.280239E-1
1.266351E0;-6.085412E-1;2.271370E-1
1.299676E0;-6.080220E-1;2.261662E-1
1.333001E0;-6.095678E-1;2.226516E-1
1.366326E0;-6.105340E-1;2.181978E-1
1.399651E0;-6.134883E-1;2.154888E-1
1.432976E0;-6.143656E-1;2.083319E-1
1.466301E0;-6.177636E-1;2.025121E-1
1.499626E0;-6.187546E-1;1.936224E-1
1.532951E0;-6.208594E-1;1.866771E-1
1.566276E0;-6.241889E-1;1.762242E-1
1.599601E0;-6.252859E-1;1.653029E-1
1.632926E0;-6.294951E-1;1.550080E-1
1.666251E0;-6.327198E-1;1.422107E-1
1.699576E0;-6.329960E-1;1.281264E-1
1.732901E0;-6.354409E-1;1.111489E-1
1.766226E0;-6.366924E-1;9.605088E-2
1.799551E0;-6.388496E-1;7.882267E-2
1.832876E0;-6.394065E-1;5.971108E-2
1.866201E0;-6.431574E-1;4.228590E-2
1.899526E0;-6.411918E-1;1.885358E-2
1.932852E0;-6.426297E-1;1.118842E-3
1.966177E0;-6.415469E-1;-2.077517E-2
1.999502E0;-6.413465E-1;-4.274387E-2
2.032827E0;-6.380309E-1;-6.333862E-2
2.066152E0;-6.378592E-1;-8.528011E-2
2.099477E0;-6.339776E-1;-1.057146E-1
2.132802E0;-6.312921E-1;-1.234677E-1
2.166127E0;-6.281750E-1;-1.452968E-1
2.199452E0;-6.247776E-1;-1.600186E-1
2.232777E0;-6.208634E-1;-1.790375E-1
2.266102E0;-6.175139E-1;-1.907192E-1
2.299427E0;-6.133210E-1;-2.067250E-1
2.332752E0;-6.099418E-1;-2.169284E-1
2.366077E0;-6.068939E-1;-2.271202E-1
2.399402E0;-6.048086E-1;-2.360815E-1
2.432727E0;-6.021242E-1;-2.418958E-1
2.466052E0;-6.007014E-1;-2.476332E-1
2.499377E0;-5.993190E-1;-2.494201E-1
2.532702E0;-5.978389E-1;-2.533704E-1
2.566027E0;-5.978285E-1;-2.563098E-1
2.599352E0;-5.981474E-1;-2.568970E-1
2.632677E0;-5.982644E-1;-2.564306E-1
2.666002E0;-5.997198E-1;-2.535159E-1
2.699327E0;-6.015271E-1;-2.495709E-1
2.732652E0;-6.025635E-1;-2.430122E-1
2.765977E0;-6.052093E-1;-2.352286E-1
2.799302E0;-6.092219E-1;-2.252574E-1
2.832627E0;-6.113153E-1;-2.126590E-1
2.865952E0;-6.178122E-1;-1.994152E-1
2.899277E0;-6.217040E-1;-1.837520E-1
2.932602E0;-6.246059E-1;-1.672095E-1
2.965927E0;-6.290790E-1;-1.509796E-1
2.999252E0;-6.306203E-1;-1.321907E-1
3.032577E0;-6.352512E-1;-1.158436E-1
3.065902E0;-6.359740E-1;-9.836168E-2
3.099227E0;-6.387363E-1;-8.230888E-2
3.132552E0;-6.383594E-1;-6.758321E-2
3.165877E0;-6.412753E-1;-5.433237E-2
3.199202E0;-6.391958E-1;-4.266158E-2
3.232528E0;-6.397053E-1;-3.251399E-2
3.265853E0;-6.397532E-1;-2.394981E-2
3.299178E0;-6.392752E-1;-1.791514E-2
3.332503E0;-6.391988E-1;-1.332972E-2
3.365828E0;-6.388796E-1;-9.088560E-3
3.399153E0;-6.418223E-1;-6.051019E-3
3.432478E0;-6.387830E-1;-3.361912E-3
3.465803E0;-6.387359E-1;-1.702381E-3
3.499128E0;-6.409657E-1;-6.102470E-5
3.532453E0;-6.392135E-1;1.276359E-3
3.565778E0;-6.385765E-1;2.650064E-3
