timestamp,FX,FY,FZ,Yaw,Pitch,Roll
1669654211207,0.744389,2.208528,15.370189,0.440918,0.057877,-0.055935
1669654211246,0.744389,2.208528,15.370189,0.441138,0.058200,-0.056231
1669654211279,0.744389,2.208528,15.370189,0.440923,0.058168,-0.056121
1669654211320,0.745273,2.226151,15.495338,0.440920,0.058049,-0.056147
1669654211358,0.745273,2.226151,15.495338,0.440813,0.058020,-0.056032
1669654211399,0.752721,2.236401,15.702674,0.440809,0.057901,-0.056058
1669654211439,0.752721,2.236401,15.702674,0.440707,0.058190,-0.056248
1669654211481,0.755371,2.233951,15.702392,0.440923,0.058393,-0.056571
1669654211520,0.755371,2.233951,15.702392,0.440919,0.058472,-0.056929
1669654211559,0.755371,2.233951,15.702392,0.440921,0.058644,-0.057141
1669654211599,0.771783,2.236098,15.618684,0.440593,0.058544,-0.057300
1669654211640,0.771783,2.236098,15.618684,0.440821,0.059078,-0.057424
1669654211680,0.776182,2.233061,15.487884,0.440495,0.058951,-0.057463
1669654211719,0.776182,2.233061,15.487884,0.440313,0.059063,-0.057439
1669654211760,0.776182,2.233061,15.487884,0.439590,0.059017,-0.057342
1669654211799,0.759620,2.216587,15.223682,0.440088,0.058872,-0.057738
1669654211839,0.759620,2.216587,15.223682,0.440475,0.058580,-0.058046
1669654211881,0.750852,2.225420,15.222680,0.440678,0.058453,-0.058568
1669654211921,0.750852,2.225420,15.222680,0.440682,0.058770,-0.058873
1669654211959,0.750852,2.225420,15.222680,0.440355,0.058643,-0.058912
1669654212000,0.752959,2.243346,15.356446,0.440365,0.058828,-0.058620
1669654212039,0.752959,2.243346,15.356446,0.440067,0.058528,-0.058441
1669654212079,0.778165,2.276057,15.855101,0.439967,0.058763,-0.058392
1669654212120,0.778165,2.276057,15.855101,0.439678,0.058873,-0.058372
1669654212158,0.808443,2.301908,16.275764,0.439573,0.059015,-0.058469
1669654212201,0.808443,2.301908,16.275764,0.439260,0.059391,-0.058522
1669654212238,0.808443,2.301908,16.275764,0.439075,0.059384,-0.058524
1669654212279,0.829024,2.307951,16.274111,0.438981,0.059884,-0.058542
1669654212317,0.829024,2.307951,16.274111,0.438768,0.060024,-0.058644
1669654212362,0.837983,2.298382,16.069332,0.438279,0.060604,-0.058527
1669654212399,0.837983,2.298382,16.069332,0.438171,0.060601,-0.058531
1669654212440,0.837983,2.298382,16.069332,0.438178,0.060866,-0.058598
1669654212479,0.850946,2.304741,16.059286,0.438295,0.061278,-0.058753
1669654212521,0.850946,2.304741,16.059286,0.438483,0.061431,-0.058845
1669654212559,0.855083,2.307088,16.009672,0.438598,0.061698,-0.058907
1669654212600,0.855083,2.307088,16.009672,0.438814,0.062882,-0.059146
1669654212641,0.855083,2.307088,16.009672,0.437478,0.061758,-0.058796
1669654212680,0.854772,2.295690,15.814878,0.437984,0.061601,-0.058569
1669654212719,0.854772,2.295690,15.814878,0.438583,0.060997,-0.058561
1669654212759,0.850123,2.290712,15.815685,0.438491,0.060266,-0.058093
1669654212799,0.850123,2.290712,15.815685,0.438361,0.059325,-0.057804
1669654212839,0.808906,2.271129,15.720959,0.438978,0.058894,-0.056884
1669654212876,0.808906,2.271129,15.720959,0.439378,0.057556,-0.056415
1669654212910,0.808906,2.271129,15.720959,0.440376,0.056791,-0.056187
1669654212961,0.793941,2.267177,15.978867,0.439957,0.055985,-0.055997
1669654212999,0.793941,2.267177,15.978867,0.440145,0.054787,-0.055631
1669654213040,0.768734,2.263200,15.981038,0.440625,0.054020,-0.056041
1669654213079,0.768734,2.263200,15.981038,0.440314,0.053416,-0.056179
1669654213120,0.768734,2.263200,15.981038,0.440304,0.053230,-0.056470
1669654213161,0.727609,2.251260,15.531817,0.443159,0.055418,-0.058557
1669654213201,0.727609,2.251260,15.531817,0.440030,0.052101,-0.062111
1669654213240,0.694177,2.302383,15.117126,0.436045,0.049568,-0.063742
1669654213280,0.694177,2.302383,15.117126,0.428113,0.060698,-0.064133
1669654213320,0.694177,2.302383,15.117126,0.426155,0.083981,-0.063271
1669654213359,1.161427,2.296855,14.749709,0.426207,0.094294,-0.063742
1669654213400,1.161427,2.296855,14.749709,0.424676,0.128809,-0.064226
1669654213440,1.737183,2.222084,13.643125,0.439671,0.169348,-0.062951
1669654213479,1.737183,2.222084,13.643125,0.483419,0.228902,-0.055903
1669654213519,2.686620,1.832709,10.831024,0.499939,0.252408,-0.051159
1669654213559,2.686620,1.832709,10.831024,0.527848,0.321235,-0.041665
1669654213601,2.686620,1.832709,10.831024,0.535915,0.393976,-0.032467
1669654213639,2.908817,1.310858,6.583275,0.540184,0.423588,-0.032231
1669654213680,2.908817,1.310858,6.583275,0.580232,0.498909,-0.021462
1669654213720,2.909495,1.182045,5.094457,0.617323,0.553468,0.001021
1669654213759,2.909495,1.182045,5.094457,0.602763,0.592505,-0.003520
1669654213801,2.909495,1.182045,5.094457,0.588588,0.601241,-0.021490
1669654213840,2.673765,1.164057,4.254673,0.605491,0.630073,-0.037921
1669654213879,2.673765,1.164057,4.254673,0.600920,0.639329,-0.041631
1669654213921,2.498545,1.336783,4.364853,0.594289,0.641635,-0.043985
1669654213959,2.498545,1.336783,4.364853,0.579592,0.649494,-0.043297
1669654213990,2.498545,1.336783,4.364853,0.598502,0.653793,-0.035691
1669654214039,2.568059,1.325323,4.976157,0.652054,0.649868,-0.015610
1669654214081,2.568059,1.325323,4.976157,0.674658,0.647150,-0.008990
1669654214119,2.947886,1.254465,5.577288,0.685414,0.608171,-0.009054
1669654214158,2.947886,1.254465,5.577288,0.675629,0.552955,-0.026780
1669654214201,2.567399,1.374516,6.121029,0.681034,0.519572,-0.028437
1669654214239,2.567399,1.374516,6.121029,0.691965,0.442070,-0.033552
1669654214279,2.567399,1.374516,6.121029,0.676672,0.371556,-0.048270
1669654214320,1.972167,1.610378,8.352450,0.661502,0.282859,-0.068511
1669654214358,1.972167,1.610378,8.352450,0.654311,0.246927,-0.074947
1669654214399,0.907368,1.836492,8.488238,0.599199,0.157740,-0.085162
1669654214439,0.907368,1.836492,8.488238,0.490316,0.054962,-0.090318
1669654214479,0.907368,1.836492,8.488238,0.447974,0.024378,-0.090522
1669654214508,-0.712881,1.630824,6.747522,0.359367,-0.069634,-0.081291
1669654214559,-0.712881,1.630824,6.747522,0.328926,-0.139639,-0.070223
1669654214600,-0.630401,1.191998,2.403086,0.342221,-0.188770,-0.065917
1669654214639,-0.630401,1.191998,2.403086,0.329465,-0.220669,-0.053794
1669654214678,-0.630401,1.191998,2.403086,0.270374,-0.261947,-0.027348
1669654214719,0.325960,0.912294,-0.931099,0.193690,-0.302240,0.002728
1669654214759,0.325960,0.912294,-0.931099,0.202754,-0.317201,0.000761
1669654214789,0.694250,0.939582,-0.780094,0.235847,-0.353523,-0.002089
1669654214840,0.694250,0.939582,-0.780094,0.247784,-0.389692,0.002590
1669654214878,0.580863,1.042577,0.167329,0.233733,-0.416484,0.016345
1669654214922,0.580863,1.042577,0.167329,0.217165,-0.434320,0.027144
1669654214959,0.580863,1.042577,0.167329,0.222385,-0.452298,0.030780
1669654215003,-0.212295,1.107810,1.892276,0.224152,-0.465703,0.034630
1669654215042,-0.212295,1.107810,1.892276,0.228663,-0.467611,0.032870
1669654215079,-0.438477,1.145711,2.517611,0.222336,-0.463074,0.037052
1669654215120,-0.438477,1.145711,2.517611,0.220409,-0.455004,0.038583
1669654215159,-0.438477,1.145711,2.517611,0.225192,-0.447791,0.034197
