timestamp,FX,FY,FZ,Yaw,Pitch,Roll
1669656533775,1.037870,0.553563,7.684098,0.183743,0.094114,-0.016835
1669656533807,1.037870,0.553563,7.684098,0.184106,0.094005,-0.016950
1669656533846,1.056046,0.564102,7.927042,0.184225,0.093884,-0.016955
1669656533885,1.056046,0.564102,7.927042,0.184117,0.094501,-0.017028
1669656533926,1.056046,0.564102,7.927042,0.184110,0.093894,-0.017083
1669656533965,1.061486,0.573537,7.995246,0.183742,0.093639,-0.017001
1669656534006,1.061486,0.573537,7.995246,0.183619,0.093749,-0.016874
1669656534046,1.062096,0.584046,8.045917,0.183368,0.093604,-0.016652
1669656534086,1.062096,0.584046,8.045917,0.183444,0.093224,-0.016557
1669656534126,1.062096,0.584046,8.045917,0.183328,0.093113,-0.016696
1669656534165,1.099874,0.597878,8.484820,0.183331,0.093356,-0.016674
1669656534206,1.099874,0.597878,8.484820,0.183207,0.092991,-0.016713
1669656534246,1.098838,0.598022,8.484943,0.183078,0.093090,-0.016463
1669656534285,1.098838,0.598022,8.484943,0.182824,0.092703,-0.016264
1669656534326,1.064871,0.586092,8.144125,0.182690,0.092316,-0.016059
1669656534366,1.064871,0.586092,8.144125,0.182690,0.092316,-0.016059
1669656534402,1.064871,0.586092,8.144125,0.182529,0.092056,-0.015964
1669656534445,1.054809,0.582795,8.092872,0.182567,0.092426,-0.015932
1669656534485,1.054809,0.582795,8.092872,0.182529,0.092056,-0.015964
1669656534525,1.054807,0.584383,8.092847,0.182695,0.092327,-0.016181
1669656534565,1.054807,0.584383,8.092847,0.182659,0.092078,-0.016202
1669656534606,1.054807,0.584383,8.092847,0.182705,0.092349,-0.016425
1669656534636,1.061287,0.597831,8.111668,0.182828,0.092239,-0.016552
1669656534687,1.061287,0.597831,8.111668,0.182958,0.092261,-0.016790
1669656534727,1.084814,0.616094,8.373727,0.182965,0.092040,-0.017056
1669656534765,1.084814,0.616094,8.373727,0.182845,0.092040,-0.017062
1669656534799,1.084814,0.616094,8.373727,0.182682,0.092012,-0.016823
1669656534846,1.086261,0.618211,8.458826,0.182050,0.091701,-0.016142
1669656534885,1.086261,0.618211,8.458826,0.180997,0.091440,-0.014734
1669656534926,1.085822,0.601096,8.507442,0.180842,0.091242,-0.013897
1669656534966,1.085822,0.601096,8.507442,0.179735,0.091460,-0.010971
1669656535006,1.092206,0.568858,8.510872,0.176639,0.090342,-0.005542
1669656535046,1.092206,0.568858,8.510872,0.176278,0.089489,-0.002802
1669656535085,1.092206,0.568858,8.510872,0.175792,0.088984,0.005752
1669656535127,1.071854,0.385812,8.521604,0.172725,0.089145,0.013757
1669656535166,1.071854,0.385812,8.521604,0.169367,0.089989,0.025500
1669656535206,0.974433,0.244370,7.429104,0.168294,0.090541,0.030672
1669656535246,0.974433,0.244370,7.429104,0.172213,0.093297,0.046139
1669656535286,0.974433,0.244370,7.429104,0.178154,0.095144,0.064740
1669656535326,0.582240,0.198827,2.926308,0.178692,0.095929,0.073240
1669656535366,0.582240,0.198827,2.926308,0.180809,0.097311,0.096345
1669656535405,0.585885,0.104929,2.930126,0.184455,0.096908,0.115918
1669656535447,0.585885,0.104929,2.930126,0.180353,0.097098,0.141839
1669656535486,0.585885,0.104929,2.930126,0.180144,0.097483,0.150170
1669656535528,0.359774,0.355433,1.016665,0.181597,0.095445,0.175829
1669656535565,0.359774,0.355433,1.016665,0.180627,0.094608,0.200520
1669656535607,0.320923,0.302296,1.037741,0.180194,0.093686,0.210580
1669656535644,0.320923,0.302296,1.037741,0.180076,0.091349,0.234322
1669656535684,0.321573,0.411152,1.082811,0.172408,0.091087,0.253789
1669656535727,0.321573,0.411152,1.082811,0.153813,0.091032,0.274630
1669656535766,0.321573,0.411152,1.082811,0.147419,0.092254,0.281739
1669656535807,0.374235,0.486157,1.267238,0.139323,0.091238,0.299007
1669656535847,0.374235,0.486157,1.267238,0.130838,0.092748,0.313899
1669656535885,0.419008,0.531350,1.306380,0.132459,0.091506,0.318117
1669656535927,0.419008,0.531350,1.306380,0.127340,0.095429,0.331511
1669656535965,0.419008,0.531350,1.306380,0.123643,0.095230,0.337518
1669656536005,0.472240,0.554409,1.482010,0.112237,0.096007,0.347406
1669656536045,0.472240,0.554409,1.482010,0.100143,0.098304,0.350255
1669656536086,0.548306,0.439992,2.036464,0.102098,0.096016,0.353906
1669656536126,0.548306,0.439992,2.036464,0.099335,0.098199,0.360228
1669656536164,0.548306,0.439992,2.036464,0.094373,0.097290,0.362076
1669656536206,0.736370,-0.214164,3.932614,0.073708,0.100706,0.362568
1669656536246,0.736370,-0.214164,3.932614,0.077952,0.097411,0.362029
1669656536284,1.077451,-1.524468,7.845417,0.078285,0.095606,0.357000
1669656536325,1.077451,-1.524468,7.845417,0.082700,0.094721,0.353692
1669656536365,1.360925,-2.389806,11.054224,0.087488,0.093231,0.343582
1669656536406,1.360925,-2.389806,11.054224,0.096627,0.087447,0.331323
1669656536446,1.360925,-2.389806,11.054224,0.094697,0.085305,0.324790
1669656536486,1.374591,-2.304649,12.521716,0.102073,0.082032,0.304074
1669656536526,1.374591,-2.304649,12.521716,0.103786,0.077947,0.290116
1669656536565,1.435727,-2.492645,14.468373,0.110285,0.074610,0.261824
1669656536606,1.435727,-2.492645,14.468373,0.115042,0.072256,0.253163
1669656536634,1.435727,-2.492645,14.468373,0.124946,0.073365,0.220392
1669656536684,1.318176,-1.473892,14.617275,0.135986,0.073990,0.187935
1669656536724,1.318176,-1.473892,14.617275,0.151933,0.078491,0.158792
1669656536765,1.045336,-0.095448,10.188961,0.150304,0.076604,0.136576
1669656536805,1.045336,-0.095448,10.188961,0.156131,0.082799,0.099783
1669656536846,1.045336,-0.095448,10.188961,0.181098,0.090475,0.056168
1669656536887,0.748714,0.899771,5.561093,0.182067,0.093623,0.036784
1669656536926,0.748714,0.899771,5.561093,0.180301,0.103246,-0.011015
1669656536966,0.461110,0.992439,2.229610,0.186121,0.111030,-0.064461
1669656537006,0.461110,0.992439,2.229610,0.204587,0.121724,-0.106788
1669656537046,0.070512,0.629600,-1.162946,0.225986,0.129482,-0.131992
